 number of kpoints:        1936
 number of conduction states           2
 number of valence states           2
 # kx ky kz nocp nc nv  energy  xx  yy  zz  xy  xz  yz
  1.230959  2.184728  0.000000        14        16        14  2.608969  3.213247  2.620283  0.000000 -0.852710  0.000000  0.000000
  1.276551  2.158406  0.000000        14        16        14  2.608971  3.503286  2.328597  0.000000 -0.685004  0.000000  0.000000
  0.729457  1.316101  0.000000        14        16        14  2.608989  3.503112  2.328484  0.000000 -0.684948  0.000000  0.000000
  0.775048  1.289779  0.000000        14        16        14  2.608990  3.213099  2.620219  0.000000 -0.852685  0.000000  0.000000
  0.729457  1.052881  0.000000        14        15        13  2.609410  0.009912  0.008525  0.000000  0.001457  0.000000  0.000000
  1.276551  2.421626  0.000000        14        15        13  2.609416  0.008936  0.007691  0.000000  0.001313  0.000000  0.000000
  0.547093  1.158169  0.000000        14        15        13  2.609592  0.008339  0.011868  0.000000  0.000140  0.000000  0.000000
  1.458915  2.316338  0.000000        14        15        13  2.609598  0.008953  0.012739  0.000000  0.000150  0.000000  0.000000
  0.729457  1.263457  0.000000        14        15        13  2.609737  0.012776  0.010529  0.000000 -0.001965  0.000000  0.000000
  1.276551  2.211050  0.000000        14        15        13  2.609742  0.011483  0.009461  0.000000 -0.001765  0.000000  0.000000
  0.729457  1.052881  0.000000        14        16        13  2.611421  3.211219  2.761807  0.000000  0.472666  0.000000  0.000000
  1.276551  2.421626  0.000000        14        16        13  2.611430  3.212214  2.762650  0.000000  0.472799  0.000000  0.000000
  0.547093  1.158169  0.000000        14        16        13  2.611592  2.460304  3.506798  0.000000  0.041259  0.000000  0.000000
  1.458915  2.316338  0.000000        14        16        13  2.611603  2.459788  3.505918  0.000000  0.041233  0.000000  0.000000
  0.729457  1.263457  0.000000        14        16        13  2.611718  3.353766  2.760729  0.000000 -0.516414  0.000000  0.000000
  1.276551  2.211050  0.000000        14        16        13  2.611744  3.354956  2.761764  0.000000 -0.516604  0.000000  0.000000
  1.367733  2.158406  0.000000        14        15        14  2.618171  0.001196  0.000810  0.000000  0.000012  0.000000  0.000000
  0.638275  1.316101  0.000000        14        15        14  2.618189  0.001330  0.000900  0.000000  0.000014  0.000000  0.000000
  1.458915  2.211050  0.000000        14        15        14  2.618232  0.000903  0.001062  0.000000  0.000196  0.000000  0.000000
  0.547093  1.263457  0.000000        14        15        14  2.618242  0.000989  0.001167  0.000000  0.000215  0.000000  0.000000
  1.185368  2.263694  0.000000        14        15        14  2.618280  0.000956  0.001187  0.000000 -0.000172  0.000000  0.000000
  0.820640  1.210813  0.000000        14        15        14  2.618295  0.001103  0.001370  0.000000 -0.000200  0.000000  0.000000
  1.185368  2.368982  0.000000        14        15        14  2.618302  0.000852  0.001112  0.000000  0.000168  0.000000  0.000000
