 #energy(eV) sum-lft(s)  x-lft(s) y-lft(s) z-lft(s) sp-lft(s) sm-lft(s)
         2.6061     0.1830E-11     0.2379E-11     0.7942E-11       Infinity     0.2154E-10     0.2001E-11
         2.6123     0.2498E-08     0.4540E-08     0.5552E-08       Infinity     0.2720E-08     0.3050E-07
         2.6161     0.2054E-08     0.4150E-08     0.4067E-08       Infinity     0.2472E-08     0.1215E-07
         2.6178     0.4247E-07     0.9762E-07     0.7517E-07       Infinity     0.4287E-07     0.4510E-05
         2.6178     0.2925E-07     0.4574E-07     0.8112E-07       Infinity     0.8083E-07     0.4584E-07
         2.6204     0.4863E-12     0.7916E-12     0.1261E-11       Infinity     0.4931E-12     0.3526E-10
         2.6225     0.3243E-08     0.4312E-08     0.1309E-07       Infinity     0.5116E-08     0.8862E-08
         2.6230     0.1047E-11     0.3586E-11     0.1478E-11       Infinity     0.1401E-10     0.1131E-11
         2.6266     0.1038E-10     0.1076E-10     0.2982E-09       Infinity     0.2033E-10     0.2123E-10
         2.6266     0.7516E-12     0.1327E-11     0.1733E-11       Infinity     0.7693E-12     0.3282E-10
         2.6266     0.1823E-09     0.8929E-09     0.2291E-09       Infinity     0.2808E-09     0.5197E-09
         2.6281     0.1212E-08     0.3562E-08     0.1837E-08       Infinity     0.1679E-08     0.4357E-08
         2.6285     0.4253E-11     0.1558E-10     0.5850E-11       Infinity     0.4967E-11     0.2959E-10
         2.6288     0.5711E-08     0.1650E-07     0.8735E-08       Infinity     0.1676E-06     0.5914E-08
         2.6300     0.3033E-07     0.3453E-06     0.3325E-07       Infinity     0.3917E-07     0.1336E-06
         2.6301     0.1036E-07     0.1706E-07     0.2638E-07       Infinity     0.7740E-06     0.1050E-07
         2.6305     0.5589E-12     0.9175E-12     0.1430E-11       Infinity     0.4348E-10     0.5662E-12
         2.6332     0.4881E-08     0.6670E-08     0.1820E-07       Infinity     0.4106E-07     0.5538E-08
         2.6335     0.3500E-08     0.5907E-08     0.8592E-08       Infinity     0.8241E-07     0.3656E-08
         2.6347     0.7084E-08     0.7884E-08     0.6980E-07       Infinity     0.8835E-08     0.3574E-07
         2.6347     0.2443E-07     0.3557E-07     0.7807E-07       Infinity     0.5386E-07     0.4472E-07
         2.6363     0.1053E-11     0.1283E-11     0.5859E-11       Infinity     0.1326E-11     0.5099E-11
         2.6378     0.1289E-11     0.5654E-11     0.1670E-11       Infinity     0.3344E-11     0.2097E-11
         2.6379     0.8517E-10     0.9105E-10     0.1320E-08       Infinity     0.1169E-09     0.3137E-09
         2.6379     0.3772E-11     0.2029E-10     0.4633E-11       Infinity     0.6877E-11     0.8355E-11
         2.6390     0.2948E-10     0.4216E-10     0.9804E-10       Infinity     0.3934E-10     0.1176E-09
         2.6390     0.2007E-11     0.2538E-11     0.9596E-11       Infinity     0.2222E-11     0.2074E-10
         2.6418     0.2912E-11     0.3173E-11     0.3552E-10       Infinity     0.4909E-11     0.7161E-11
         2.6420     0.1431E-11     0.4776E-11     0.2042E-11       Infinity     0.1900E-10     0.1547E-11
         2.6428     0.1395E-09     0.5032E-09     0.1930E-09       Infinity     0.1279E-08     0.1566E-09
         2.6440     0.1100E-08     0.1249E-08     0.9245E-08       Infinity     0.4188E-08     0.1492E-08
         2.6463     0.1887E-08     0.2274E-08     0.1110E-07       Infinity     0.1517E-07     0.2155E-08
         2.6466     0.1169E-08     0.1969E-07     0.1243E-08       Infinity     0.1644E-08     0.4049E-08
         2.6485     0.1641E-08     0.3256E-08     0.3308E-08       Infinity     0.2572E-08     0.4531E-08
         2.6490     0.7075E-09     0.1442E-07     0.7440E-09       Infinity     0.2220E-08     0.1038E-08
         2.6491     0.1405E-08     0.1114E-06     0.1423E-08       Infinity     0.3385E-08     0.2402E-08
         2.6494     0.2697E-11     0.4080E-11     0.7960E-11       Infinity     0.2911E-11     0.3669E-10
         2.6495     0.1883E-11     0.7538E-11     0.2510E-11       Infinity     0.7060E-11     0.2568E-11
         2.6500     0.1657E-08     0.2285E-08     0.6034E-08       Infinity     0.1100E-07     0.1952E-08
         2.6505     0.2146E-11     0.7777E-10     0.2206E-11       Infinity     0.4747E-11     0.3915E-11
         2.6506     0.6700E-11     0.1474E-10     0.1228E-10       Infinity     0.8010E-11     0.4098E-10
         2.6529     0.5886E-11     0.1383E-10     0.1024E-10       Infinity     0.1987E-10     0.8362E-11
         2.6530     0.8592E-11     0.2692E-10     0.1262E-10       Infinity     0.1020E-10     0.5463E-10
         2.6531     0.7558E-09     0.1718E-08     0.1349E-08       Infinity     0.7691E-09     0.4337E-07
         2.6534     0.8664E-08     0.1562E-07     0.1945E-07       Infinity     0.1137E-07     0.3635E-07
         2.6537     0.1510E-11     0.5773E-11     0.2044E-11       Infinity     0.4724E-11     0.2219E-11
         2.6540     0.1013E-11     0.3780E-10     0.1041E-11       Infinity     0.1535E-11     0.2976E-11
         2.6544     0.1292E-08     0.1859E-08     0.4243E-08       Infinity     0.3373E-08     0.2095E-08
         2.6550     0.5566E-09     0.4643E-08     0.6324E-09       Infinity     0.1294E-08     0.9764E-09
         2.6563     0.6723E-11     0.2579E-10     0.9094E-11       Infinity     0.7178E-11     0.1061E-09
         2.6564     0.1906E-07     0.1599E-06     0.2164E-07       Infinity     0.8889E-07     0.2426E-07
         2.6564     0.7199E-08     0.2813E-07     0.9675E-08       Infinity     0.8311E-08     0.5394E-07
         2.6578     0.6939E-12     0.2536E-11     0.9552E-12       Infinity     0.3631E-11     0.8578E-12
         2.6616     0.1042E-08     0.1435E-08     0.3812E-08       Infinity     0.1649E-07     0.1113E-08
